id,X1,X2,F,subcluster_id
170,8.952026740737253,-0.8163071553228621,0.0238408634887514,0
8,4.4760133703686265,3.673382198952879,0.150777987567938,1
89,4.4760133703686265,3.673382198952879,0.150777987567938,1
11,4.4760133703686265,4.285612565445026,0.0385051751225533,1
140,6.087378183701332,3.673382198952879,0.0291008026370198,1
38,6.266418718516077,3.673382198952879,0.0268743271858852,1
14,4.4760133703686265,4.897842931937173,0.0280500162767184,1
17,2.5065674874064308,3.673382198952879,0.0213997322181279,1
188,4.4760133703686265,3.673382198952879,0.150777987567938,1
43,8.593945671107763,1.4285375218150087,0.0218615200175298,0
202,9.757709147403606,0.1020383944153577,0.139010077033333,0
156,10.384351019255211,-0.6122303664921466,0.0258378124145992,0
198,9.757709147403606,0.1020383944153577,0.139010077033333,0
150,9.310107810366745,0.6122303664921466,0.0303122378813158,0
64,8.414905136293017,-1.4285375218150087,0.0210437373694996,0
161,11.27955369332894,-1.6326143106457245,0.0201376100654642,0
59,11.458594228143683,-1.83669109947644,0.0189875264588989,0
149,9.131067275552,0.8163071553228621,0.0260030756978459,0
112,4.4760133703686265,3.8774589877835934,0.0834383500696385,1
158,10.742432088884703,-1.0203839441535776,0.0224834342418378,0
