id,X1,X2
0,4.4760133703686265,2.040767888307155
1,4.4760133703686265,2.2448446771378707
2,4.4760133703686265,2.4489214659685863
3,4.4760133703686265,2.652998254799302
4,4.4760133703686265,2.8570750436300174
5,4.4760133703686265,3.061151832460733
6,4.4760133703686265,3.2652286212914485
7,4.4760133703686265,3.469305410122164
8,4.4760133703686265,3.673382198952879
9,4.4760133703686265,3.8774589877835934
10,4.4760133703686265,4.08153577661431
11,4.4760133703686265,4.285612565445026
12,4.4760133703686265,4.4896893542757415
13,4.4760133703686265,4.693766143106457
14,4.4760133703686265,4.897842931937173
15,4.4760133703686265,5.101919720767888
16,4.4760133703686265,5.305996509598604
17,2.5065674874064308,3.673382198952879
18,2.685608022221176,3.673382198952879
19,2.864648557035921,3.673382198952879
20,3.043689091850666,3.673382198952879
21,3.222729626665411,3.673382198952879
22,3.4017701614801563,3.673382198952879
23,3.5808106962949013,3.673382198952879
24,3.7598512311096464,3.673382198952879
25,3.938891765924392,3.673382198952879
26,4.117932300739136,3.673382198952879
27,4.296972835553881,3.673382198952879
28,4.4760133703686265,3.673382198952879
29,4.655053905183372,3.673382198952879
30,4.8340944399981165,3.673382198952879
31,5.0131349748128615,3.673382198952879
32,5.192175509627607,3.673382198952879
33,5.371216044442352,3.673382198952879
34,5.550256579257097,3.673382198952879
35,5.729297114071842,3.673382198952879
36,5.908337648886587,3.673382198952879
37,6.087378183701332,3.673382198952879
38,6.266418718516077,3.673382198952879
39,6.445459253330822,3.673382198952879
40,8.056824066663527,2.040767888307155
41,8.235864601478273,1.83669109947644
42,8.414905136293017,1.6326143106457245
43,8.593945671107763,1.4285375218150087
44,8.772986205922507,1.2244607329842931
45,8.952026740737253,1.0203839441535776
46,9.131067275552,0.8163071553228621
47,9.310107810366745,0.6122303664921466
48,9.489148345181489,0.408153577661431
49,9.668188879996231,0.2040767888307155
50,9.84722941481098,0.0
51,10.026269949625725,-0.2040767888307155
52,10.205310484440467,-0.408153577661431
53,10.384351019255211,-0.6122303664921466
54,10.56339155406996,-0.8163071553228621
55,10.742432088884703,-1.0203839441535776
56,10.921472623699447,-1.2244607329842931
57,11.100513158514191,-1.4285375218150087
58,11.27955369332894,-1.6326143106457245
59,11.458594228143683,-1.83669109947644
60,11.63763476295843,-2.040767888307155
61,7.877783531848783,-2.040767888307155
62,8.056824066663527,-1.83669109947644
63,8.235864601478273,-1.6326143106457245
64,8.414905136293017,-1.4285375218150087
65,8.593945671107763,-1.2244607329842931
