id,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50
8673,-10.3340577744464,6.804931482556662,-7.124149854024205,3.128837375091332,-7.189310087474822,7.51017148132444,6.2863504422375325,0.6777625681166016,-1.8211868437666052,-8.648925156423712,4.21758340018164,-2.25658131194515,5.5739725846868025,8.142875808393637,10.70746473782578,5.961484545422909,-10.845864507549802,-2.9526291409337264,4.528164383464399,-6.055230573648887,1.3726512114398106,-10.570750431684258,-5.945620934777539,-9.5007539366576,3.7940562432231832,-5.005077102204703,-3.251532604882752,7.356575451907402,5.916121941255887,-9.311179821198971,-7.149764778353528,1.3198608112274883,1.962694666557098,-6.438269341562823,9.862267823916552,3.2124289063244507,1.031473076765539,2.574863972731039,6.180074676310225,-3.051725266012201,-1.03487841633555,-6.212091757399099,-5.927041826487689,9.93078570180065,4.468108140921518,0.5146070277793654,-5.742914538079203,-5.598348449984973,-9.246624977185732,-0.8765465021160034
5951,0.0389837973177633,-2.803935225225863,9.576319615100354,-6.973945148793694,-6.006138508338017,-6.902022457080594,4.473127342273578,-5.3206425337280905,-1.7076875081984435,-6.486646115009967,-7.336481923103766,-8.819655410025199,4.418795067027289,-7.531798212522045,-5.581424149548687,-2.8540374567307727,6.403661833570294,-9.959708757860737,8.361457139122678,-8.562629636528555,8.302472581965116,-1.6771429353188376,8.86974124427895,1.1409855814301302,4.178699930746292,-9.191926662424146,-3.594366545862039,-9.40377800220545,-4.184987680830987,-6.745782534859472,-3.6340526263510498,-1.1996357699482505,-9.337663819334397,4.02295379380216,0.3644173149611976,-6.068115348290201,0.5174864718323626,-8.639562110611902,1.41265232298007,7.780905739695991,-2.3530480877155213,3.362587631677604,-6.0872739564212885,5.2431841596418245,-4.520109406381167,-4.528113941607758,1.053376329550704,-9.2813163003433,7.388087776719063,-10.356288768123076
8235,1.7525328438387937,0.0925898715374895,10.70878358269211,-7.366072996885343,-5.925936800394655,-8.208779253323467,2.784737060054902,-5.22545329545844,-2.0397106631035555,-4.845272868234143,-6.541444923320644,-6.276706313060422,1.8324535011454923,-7.2718975100988015,-6.866248762775265,-1.8957303937728445,7.977012907344622,-8.229695034911895,6.440928142283399,-8.426136530681834,10.323001173415305,-1.053188142029421,9.164210951137113,5.622309060228179,4.52143797234193,-9.9365402562949,-3.3597038560747823,-7.869279685302017,-5.096931644261446,-6.52319704097528,-4.340884290796513,-2.3164541981874165,-9.41908345194119,2.197611564898054,1.2604574675115374,-5.095619648855953,0.3361508125224755,-8.551433704332354,1.2900410515800709,6.698113058753134,-4.095608338202802,4.125409451668086,-6.741257639498457,4.539647430478506,-5.43991565869896,-5.49545101442363,1.9475013770332212,-10.50115801611846,6.855399931175917,-9.057659121153437
1259,1.96623579397084,-1.021848566238691,9.240884733248418,-8.275663100927028,-6.581194952003923,-6.272070527712575,3.041555206456729,-5.510853012652489,0.3152834081855047,-5.716942298929876,-7.224202314805359,-8.344406575376606,3.516469370109164,-8.054386842812562,-5.2094068214591225,-3.104172531765326,7.459110764985834,-7.817741840769376,6.449287464742358,-7.8628509381010225,8.833060454657117,-1.0492827477118227,10.814781345489653,1.8510776306601615,4.964363907162313,-9.96094089728411,-2.831482610681321,-5.762797820039838,-4.208135717038033,-8.214218000555096,-3.743176880307512,-2.5239096064700064,-7.143347061854165,3.86243484888476,3.0426374676974763,-4.390522180436253,2.0510570408495643,-8.850051195182324,0.3035926085481262,8.3535978790682,-5.198546452541847,3.781842128365832,-8.897354306736327,4.385331733728631,-3.519440156142892,-5.403393280854409,1.578905352626955,-8.41789417744743,4.311613365985989,-9.753513012711425
1903,2.8609118424106272,-6.3072149076583415,4.645027763971108,10.153318089603315,-4.050770430303774,0.259654484701012,1.692636092971656,1.3851548979257389,-4.623450405181114,9.41430936313662,-0.3282824707498287,5.295923955812844,4.112940741815983,-3.102071806596606,6.56703993819065,-1.7252257379994065,5.071760463532695,2.318134360302812,7.350656212274267,3.2177555436411907,2.806587097236956,-1.13584881161468,7.222763110015346,2.228861820143928,-2.091146498473768,1.765645705535451,-11.817639387341552,-2.8825292694323297,2.537304510694498,-1.8126432306207167,1.9387538834453155,-0.5076731402245884,-8.00006512155425,-4.64672995855855,0.5520309540753601,2.32875694467216,0.8050731888931318,2.9680844883949464,3.2866769094964536,-0.5626956147660467,8.926566992070319,-3.337394525852353,-0.2715985704224917,7.438250549207434,3.919660453320053,2.4691596952163435,-6.520683383343316,7.183785275577374,5.17680485930225,9.517051424415213
6957,-3.5646466230227807,5.136111666233507,-1.4663122883446196,-5.352694315947904,-10.157122663501044,-10.162393370683017,3.456686733885314,-0.7918117396639295,-0.780159841160204,7.328151232415765,11.817708695472756,-4.061997843163671,2.5116182760362364,-2.0254433370784275,-10.39919656636156,3.511974631506797,-2.4849041449047267,-0.1276284602560164,2.8371603632397795,7.469844453763327,1.1436478006805435,6.583877454475275,-4.418225762634551,5.0815322335475095,-6.837662560788209,8.67717515361053,3.2990436597332105,-3.5245693676371035,9.368545713021568,4.025676619563085,-4.712568960168849,-5.58769121094572,2.3231352984829625,-9.077384766384355,-6.339624288713233,-1.270521530163208,-2.3865851382051133,-0.2775486714783807,-4.462640348815356,1.655664942634935,6.677060202042295,-7.040894221753863,1.2344174232278715,-6.713181873512856,3.1505792785178004,-1.9986475826877257,0.9438996430811742,-6.431206982838955,-6.64062196899792,-0.1418751702302497
673,3.717346233979679,-4.899722153050596,4.937329898385981,8.772467350448503,-4.735958088962858,1.5230439580782906,2.312501637473748,3.1127324628680686,-4.293972894879934,7.943916577505108,-2.444557541777441,8.797580094753727,3.296854336336218,-4.9082846791431125,6.579724918435931,-2.77498606551924,8.681963874961937,2.151499923070858,7.739095648780872,1.7090227721471185,4.67288707589698,-1.331910325665819,8.075207105899413,1.3961813187410983,-1.28319792882715,0.4079694422588449,-10.475522353790748,-3.16481301276973,3.121416717186928,-5.16599072798744,2.3692084620205485,-0.6377310203975979,-7.321974178465734,-5.2685487221786165,1.4096522862769638,1.4315257537493975,1.158637252931098,2.4284003478667464,1.1791558991764757,-1.593842411005633,5.7960592277852045,-2.3333536556365724,-2.802620243115641,8.398187573752693,6.762814485160724,3.488900265838276,-7.705182893222942,9.821404051070417,2.4566413060889096,10.896530802131478
322,4.156375186762355,-4.417539221722206,4.524714495304511,9.440808747847688,-5.515896691134854,2.953142220598439,2.1104418599059414,2.5617733916761947,-6.789124387752327,8.465284111094068,-1.093826914321404,6.597178104998823,3.4981818470275514,-4.714494637544505,8.137978008151046,-2.6285673734164976,7.40634055497472,0.9059809760148848,7.772230940171281,3.579131720419543,5.507451546296509,-1.444742703802805,8.382570338255928,2.332535225440098,-1.2091718779603466,2.709120426079505,-8.760784051349766,-1.2693406884343963,2.6560578987399177,-2.4603121565713377,2.4326034915575496,-1.9587343364145016,-6.5285786129210885,-1.8281541672558248,2.318939429772909,3.351799519027985,1.826465843864981,2.030915785391468,3.6401809473000335,-0.4319944697367827,8.062706148920613,-1.40692987714903,-1.6049069404767276,7.2291426703398844,5.814653064496775,4.736718712076998,-8.908998029508949,6.678365050022292,3.7061685619527776,9.811315343747737
3263,1.4151579000320451,-1.6404490349012515,10.826050565370736,-7.702013917579359,-6.790277915199232,-6.293414799814524,3.797173680476868,-5.624497137084017,-2.502801509772479,-3.624962355872066,-5.465812762763166,-7.781131921776578,3.48719782021884,-7.553054421308887,-6.312541092067498,-2.452667915896964,6.680599536246995,-9.578619126716662,5.383004674833535,-7.901296896680621,7.944356428948927,-0.9585299076924928,10.35168559471736,2.941193208767836,3.611929625329954,-10.938935085371202,-5.612075419786957,-7.719273950658578,-4.4389365062456445,-6.754251023648648,-3.96589339930898,-0.5848348064005344,-8.694425530177686,4.108732853763373,-0.137879536889018,-4.869888207209832,0.6731304257681495,-9.464150928769971,2.7872233075959705,9.224376888532412,-4.973103251836074,4.072469268904927,-8.576378691609708,3.3307563928354083,-5.44626299849549,-5.349862397049029,3.3445712804494265,-9.156514786851924,7.5578966876991,-9.553695082219406
6441,2.050769082747683,5.0550233710174215,2.627959622664608,0.943644761168352,-0.9019680771951648,4.632240268658483,-0.3434396416237033,7.639974727161279,9.289141815797937,-2.795501488728872,4.666186998566889,-1.6497244507884226,2.174262548521763,7.964201539951817,-7.450511693883997,-7.830594112670291,-10.030115079930567,7.248825509399269,4.992357801100826,7.504490546141358,9.333128421066736,5.589747416945116,1.533200586520866,4.660100934614002,-8.28150510784649,1.7442962395298784,-7.099207295918139,8.11231781097986,1.4059415911842963,0.1963686754514058,-4.456367973064669,5.668532412260332,-1.116554208995343,0.8448826853528899,-10.77749715452215,2.8165980887595543,2.727018588410372,4.444816579565635,7.286611038170091,4.313752760918535,-1.899916222631112,-0.7917878689867981,3.3774290147299846,-7.919152547495301,4.079596242758475,3.4533915348419777,-8.06130105574157,-6.712635649172699,-3.482838964471711,-4.3718348744985525
